ID,Title,State,Developer,Module,Severity,Tester,createdDate,RootCause
35052,Policy - Data Fix - Missing Tail Credit Factors,Awaiting Dev Assignment,,POLICY,3 - High,Justin Wastell,3/12/2018 23:00,
50013,Policy - Data FIx - Need to address missing transactions for policy 002PA000022284,Clarification,Debidatta Dash,Shred Issues,2 - Medium,Travis Hanson,6/23/2020 22:57,Data Error
46054,Policy - Data Fix - Need to correct the Continuous Eff Date on policy 002RI900026188 to reflect 05/03/2019 (ID 46359),Closed,Farid Chehaiber,POLICY,2 - Medium,Kay Smith,5/17/2019 23:27,Broken Functionality
33280,"Policy - Data Fix - Need to identify policies that issued without a dividend, but were dividend eligible",Closed,Manasi Bobade,POLICY,3 - High,Travis Hanson,1/2/2018 18:06,Data Error
43280,Policy - Data Fix - Need to remove reference to Previous Policy Number on policy 009NY000024638 and policy 004WA000024706,Closed,Debidatta Dash,POLICY,2 - Medium,Travis Hanson,1/24/2019 21:03,Data Error
45977,Policy - Data Fix - Please correct the submission date for policy 003MI900026120 to reflect 05/13/2019,Closed,Farid Chehaiber,POLICY,2 - Medium,Rachel Hasbany,5/14/2019 18:11,User Error
49086,Policy - Data Fix - Policies impacted by Ticket #48287: Policy - Minimum Premium - Rerating GL MINPremC and not allocating correctly,Clarification,,POLICY,2 - Medium,Brendon Leary,2/20/2020 1:15,
36970,Policy - Data Fix - Policy 003MI900022712 is failing to shred due to a bad date (submission date),Closed,Farid Chehaiber,POLICY,2 - Medium,Justin Wastell,5/11/2018 22:11,Data Error
44799,"Policy - Data Fix - renewal quote for Shenandoah Medical Center (003IA000014076) - user is receiving the following error message -  'Invalid relationship context on group Risk, id= ""r586484A1fd5048E6956B8FD9EoA74CC0"", missing or invalid foreign key.""",Closed,Gary Canedy,Party,2 - Medium,Travis Hanson,3/26/2019 1:02,
42151,Policy - Data Fix - Resolve missing transactions for policy 001MA000008338,Dev Assigned,Debidatta Dash,POLICY,2 - Medium,Stacey Eley-Daughtry,11/28/2018 20:27,Balancing Policy/Billing
43116,Policy - Data Fix - Resolve policy status discrepancies between quote table and history table.,Closed,Kushal Pawar,POLICY,2 - Medium,Travis Hanson,1/15/2019 21:15,Balancing Policy/Billing
49445,Policy - Data Fix - Retro for Misc Insured is invalid on policy 006FL000028248 so transactions fail to shred,Validate in Production,Farid Chehaiber,POLICY,2 - Medium,Travis Hanson,3/31/2020 16:49,Data Error
36501,Policy - Data Fix - Review Policy XML credits applied multiple times,On Hold,,POLICY,2 - Medium,Travis Hanson,4/27/2018 19:26,
45110,"Policy - Data Fix - Risk Number, Risk Key and Stat Key Disconnects",Dev Assigned,Matthew Murray,POLICY,2 - Medium,Karen Kosiba,4/1/2019 21:21,
49503,Policy - Data Fix - Run data fix script to update MCM Split tables for new MCM Split logic,Validate in Production,,POLICY,2 - Medium,Joshua Fowler,4/7/2020 17:58,
47125,Policy - Data Fix - Scripts to update XML to update missing ILC and Class Codes,Awaiting Dev Assignment,,POLICY,2 - Medium,Kay Smith,7/23/2019 18:52,
49467,Policy - Data Fix - Update ALAE Status field on existing policies to Outside,Cancelled,,POLICY,2 - Medium,Travis Hanson,4/3/2020 0:02,
50024,Policy - Data FIx - Update Carrier name for policy 005GA000031655 in Renewal and Endorsement xml,Awaiting Dev Assignment,,POLICY,2 - Medium,Krystol Brown,6/24/2020 22:14,
41316,Policy - Data Fix - update dbo.classline table to reflect the correct stat code for UMAUTO,Dev Assigned,Debidatta Dash,POLICY,2 - Medium,Karen Kosiba,10/23/2018 20:58,
40328,Policy - Data Fix - Update pre-Business Unit policies to reflect CORE,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,9/12/2018 0:53,
47065,Policy - Data Fix - update to relfect correct StandAlonePremiumCalculation field on the CoverageDetails table,Clarification,,POLICY,2 - Medium,Judy Wong,7/19/2019 19:31,
40262,Policy - Data Fix- Clean up duplicate Phone numbers associated with renewals in XML and/or Shred (root cause 19213),Code/Script Review,Thomas Milek,POLICY,2 - Medium,Travis Hanson,9/10/2018 7:08,Change Request
33316,Policy - Data Fix Display credentials on Party Dashboard,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,1/3/2018 2:38,
35214,Policy - Data Fix for 002NJ900016978,Code/Script Review,Sashirekha Ray,POLICY,2 - Medium,Travis Hanson,3/15/2018 20:14,Code Error
33312,Policy - Data Fix for 17034/9302 to address credential issue with existing party records.,Awaiting Dev Assignment,,POLICY - STP,2 - Medium,Travis Hanson,1/3/2018 2:29,
34320,Policy - Data Fix for 17605 - Waive Charge Indicator not checked off when the Transaction Premium was waived,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,2/12/2018 20:57,
39510,Policy - Data Fix for 22818 - Remove Sexual Misconduct Retro date field from all applicable products,Closed,Mason Peck,POLICY,2 - Medium,Travis Hanson,8/8/2018 19:16,Data/Conversion
41439,"Policy - Data Fix for 35982 - CPL Territory is being pulled as FPL Territory, not IND PPL Territory",Closed,,POLICY,2 - Medium,Travis Hanson,10/31/2018 1:41,
48364,Policy - Data Fix for 47901 - Short rate fee not applying to certain products,Open,,POLICY,4 - Critical,Travis Hanson,11/25/2019 19:43,
49517,Policy - Data fix for 49253,Dev Assigned,Kevin Hanshaw,POLICY,2 - Medium,Justin Wastell,4/8/2020 23:13,
49903,Policy - Data Fix for 49566 - ILC missing for minimum premium,Awaiting Dev Assignment,,Shred Issues,2 - Medium,Travis Hanson,6/4/2020 23:18,
34479,Policy - Data Fix for MCWAH Duplicate Risk Numbers,Awaiting Dev Assignment,,POLICY,2 - Medium,Nancy Garijo,2/16/2018 20:58,
33105,Policy - Data fix for Ticket #31858: Policy - CGL and FPL- Min Prem for Medical Office,Closed,Matthew Murray,POLICY,2 - Medium,Travis Hanson,12/18/2017 23:48,Data Error
42809,Policy - Data Fix for Ticket #42808: Policy - Commission Gross Up incorrect on DOL with minimum premium,Open,,POLICY,2 - Medium,Travis Hanson,1/4/2019 23:15,
34935,Policy - Data Fix for Ticket 28848 (MP droppng after commit),Closed,Matthew Murray,POLICY,2 - Medium,Travis Hanson,3/6/2018 18:26,Code Error
34088,Policy - Data Fix FPL Dividend - Dividend percentage is not being applied correctly,Closed,Kushal Pawar,POLICY,3 - High,Travis Hanson,1/31/2018 5:48,Data Error
37735,Policy - Data Fix -Identify and fix policies impacted by issue related to deleting providers on CPL (root cause ticket 23867),Dev In Progress,Sashirekha Ray,POLICY,2 - Medium,Travis Hanson,6/14/2018 17:26,Data Error
36974,Policy - Data Request - CPL Schedule and Rating Percentage Information,Closed,Kunal Tembhurnekar,Data Request,2 - Medium,Karen Kosiba,5/12/2018 0:49,Data Error
45979,Policy - DataFix - Correct policy term dates for 005NY000024542,Clarification,Apeksha Jain,POLICY,2 - Medium,Daniel Cornell,5/14/2019 18:34,
34855,Policy - DateTime Field Error - Need to update XML to correct bad dates,Closed,Farid Chehaiber,POLICY,2 - Medium,Christine Skulley,3/2/2018 18:13,Data Error
49736,Policy - DCOD Production - Duplicate Policy number created 001MA000031147 for two separate applicants,Cancelled,,POLICY,2 - Medium,Travis Hanson,5/11/2020 18:49,
40904,Policy - Deductible authority rating message when no deductible on policy,Closed,Mason Peck,POLICY,2 - Medium,Travis Hanson,10/3/2018 1:28,Code Error
40443,Policy - Dividend - Policy 001MA000008533 renewed without the dividend. (data fix required),Closed,Sashirekha Ray,POLICY,2 - Medium,Travis Hanson,9/19/2018 19:05,Data Error
40263,Policy - Dividend - Policy 001MA000015026 sent a dividend item to Billing when a revise transaction was processed.,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,9/10/2018 7:14,
50011,Policy - Dividend not calculating properly on 001MA000003249,Open,,POLICY,4 - Critical,Travis Hanson,6/23/2020 20:51,
45318,Policy - Do not consider Renew transactions as OOS transaction for Async server,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,4/9/2019 23:00,
47818,Policy - DOL - Schedule Rating and Minimum Premium order in Algorithm,Cancelled,,POLICY,2 - Medium,Travis Hanson,9/25/2019 19:22,
42744,"Policy - Duplicate ""new quote"" fields on policy dashboard for Underwriting Associates",Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,1/2/2019 22:28,
34808,Policy - Duplicate Parties - Add Columns for Party Number and Role to the Party Search Results screen to speed up correction of DUPLICATES created during the conversion process (formerly bug 9299),Cancelled,,Party,3 - High,Christine Skulley,3/1/2018 5:40,Maintenance
47004,Policy - Duplicate Risk Number at Renewal,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,7/17/2019 1:47,
34410,Policy - Duplicate risk numbers,Closed,Debidatta Dash,POLICY,2 - Medium,Travis Hanson,2/15/2018 3:33,Broken Functionality
34496,Policy - Duplicate Risk Numbers - Data Fix,Awaiting Dev Assignment,,POLICY,2 - Medium,Karen Kosiba,2/17/2018 2:57,
43674,Policy - Duplicate Risk Numbers (on existing policies),Closed,Matthew Murray,POLICY,2 - Medium,Travis Hanson,2/13/2019 23:03,
44541,Policy - Duplicate Risk Numbers when creating quote versions,Closed,Mason Peck,POLICY,2 - Medium,Justin Wastell,3/19/2019 1:17,Code Error
36739,Policy - EBL Rating - Consent to Rate field exists on EBL risk but is not used in rating,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,5/7/2018 18:36,
41378,Policy - EDW - Increase Policy Number size to 50 and add new Policy Types,Cancelled,John Higgins,ETL (Extract/Transform/Load),2 - Medium,Karen Kosiba,10/28/2018 0:43,Change Request
41324,"Policy - Embedded GL Coverage - Data Fix - ERSGC(Employer Stop Gap Coverage) update shred records to show correct Aggregate Limit of $1,500,000",Developer Review,Mason Peck,Shred Issues,3 - High,Karen Kosiba,10/24/2018 18:48,Data Error
41319,"Policy - Embedded GL Coverage - ERSGC(Employer Stop Gap Coverage) is showing the incorrect Aggregate Limit so we need to update to $1,500,000",Closed,Mason Peck,POLICY,3 - High,Karen Kosiba,10/24/2018 1:00,Code Error
36020,Policy - EMP (employee credit) is being deleted from AHC (allied non-employee) risks due to Ticket 14850,Closed,Sashirekha Ray,POLICY,2 - Medium,Christine Skulley,4/13/2018 23:45,Code Error
33747,Policy - Enable rescind button for Non Renew and Cancel Pending,Cancelled,,POLICY,2 - Medium,Travis Hanson,1/19/2018 2:29,
45141,Policy - EPL - Screens & Fields - Change Coverage for Wages Default to Yes and Lock Field,Open,,POLICY,2 - Medium,Caitlin Merrigan,4/3/2019 0:09,
42342,Policy - EPL rerated during Information transaction - LDIR and ILFType changed from IHF to ICC,Open,,POLICY,2 - Medium,Travis Hanson,12/11/2018 2:44,
48570,Policy - Error at renewal 003ND000012585,Closed,Farid Chehaiber,Rate Table,4 - Critical,Brendon Leary,12/17/2019 23:41,Data Error
43279,Policy - Error on Optional Forms page when deleting a form,Cancelled,,POLICY,1 - Low,Travis Hanson,1/24/2019 20:49,
50058,Policy - Error Renewing 1/1/21 003MI policy,New,,Rate Table,2 - Medium,Brendon Leary,6/26/2020 19:05,
40345,Policy - Error when reopening closed quote - Unable to reopen,Cancelled,,POLICY,2 - Medium,Justin Wastell,9/13/2018 0:33,
45995,Policy - Error when saving and exiting a pending transaction - user inquiry only,Open,,POLICY,1 - Low,Christine Skulley,5/15/2019 2:11,
49935,Policy - Error when starting renewal 003MI000004903,Closed,Farid Chehaiber,POLICY,4 - Critical,Travis Hanson,6/10/2020 21:46,Data Error
48281,Policy - Error when starting renewal 003WI000012742,Closed,Farid Chehaiber,POLICY,4 - Critical,Travis Hanson,11/15/2019 1:04,Data Error
48646,Policy - Error when trying to access policy detail page on 1/1/2020 renewal of 002NJ000018043,Closed,Debidatta Dash,POLICY,2 - Medium,Travis Hanson,1/2/2020 20:16,Data Error
38263,Policy - Error when trying to renew policy with PCL (appears related to the judgement factor for CSIC),Closed,Kunal Tembhurnekar,POLICY,2 - Medium,Travis Hanson,7/6/2018 21:17,Code Error
48429,Policy - Existing - Able to Bind agency bill renewal with incorrect payment detail - remains in pending status,BSA Review,,POLICY,2 - Medium,Lisa O'Brien,12/3/2019 20:44,
44447,Policy - EXU - Hard-Coding Fix pre-12/1/2017,Closed,Kevin McCoy,POLICY,4 - Critical,Trish Farulla,3/15/2019 23:58,Mapping Issues
32499,Policy - EXU - OK button on Excess Risk Detail screen,BRD Required,Mason Peck,POLICY,3 - High,Karen Kosiba,11/29/2017 2:10,Code Error
33069,Policy - EXU - Updating excess quotes when changing effective date,Cancelled,,POLICY,2 - Medium,Karen Kosiba,12/15/2017 23:22,
45908,Policy - EXU Risk EXPPL Coverage - Add Field for Forms,Open,,POLICY,2 - Medium,Caitlin Merrigan,5/9/2019 21:06,
40184,"Policy - F&S - Change Business Unit to ""CCA"" for the following policies",Cancelled,David Rinaldi,POLICY,2 - Medium,Thomas M Burke,9/4/2018 18:05,
44614,Policy - Field & Screen - Red Screen on Pricing Page when Policy Indicator = FNT,Cancelled,,Rate Table,2 - Medium,Travis Hanson,3/19/2019 18:06,
32448,Policy - Field and Screen - EXU field Renewal Rules,BRD Required,,POLICY,3 - High,Karen Kosiba,11/27/2017 18:57,
36313,Policy - Fields & Screens - Locum Tenens (Misc Insured) total number of days based on incorrect fields,Open,,POLICY,2 - Medium,Travis Hanson,4/23/2018 21:49,
39376,Policy - FPL 009 / FPL 015 changes to Optional Forms,Closed,Mason Peck,POLICY,2 - Medium,Caitlin Merrigan,8/2/2018 1:03,Change Request
44103,Policy - FPL and CGL Insured Types can be changed after Exposures are added,Closed,Mason Peck,POLICY,2 - Medium,Travis Hanson,3/5/2019 3:10,Change Request
47233,Policy - FPL and CGLexposures rounding differently,BRD Required,Matthew Murray,POLICY,2 - Medium,Justin Wastell,7/31/2019 2:12,Code Error
37892,Policy - FPL and GL Products - Address risk level class functionality with additional exposure and class filtering,Open,,POLICY,2 - Medium,Travis Hanson,6/22/2018 1:45,
37068,"Policy - FPL Term Premium = $1, Written and Change = $0. BCEE is also showing 0 when it should be 1",Open,,POLICY,2 - Medium,Karen Kosiba,5/16/2018 20:06,
47031,"Policy - Generation Of Incorrect Premium for Endorsement, Cancellation and Reissue (existing issue)",BSA Review,Vikram Lembhe,POLICY,3 - High,Karan Ajmera,7/18/2019 12:54,Existing Issue
37056,Policy - Global Rating - RSOD when Global Rating link is selected from CGL schedule of risks,Cancelled,Farid Chehaiber,POLICY,2 - Medium,Travis Hanson,5/16/2018 1:22,Requirements Missed
35240,Policy - GO LIVE - Not able to search for  (copied from 9160),Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,3/16/2018 21:57,
35210,Policy - GO LIVE - Unable to add Affiliations (formerly bug 9557),Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,3/15/2018 19:19,Build
43318,"Policy - Hide ""Direct to the customer (Existing Account)"" on the Payment Details page",Closed,Farid Chehaiber,POLICY,3 - High,Travis Hanson,1/28/2019 21:45,Change Request
39412,"Policy - HUG  - Lock down ""Product"" dropdown when creating quote to Coverys Medical Base US",Closed,Mason Peck,POLICY,2 - Medium,Christine Vaz,8/2/2018 20:43,Code Error
38374,Policy - HUG - Renewal Rules for KY Tax and Surcharge fields,Closed,Kevin Hanshaw,POLICY,2 - Medium,Brendon Leary,7/13/2018 1:36,Change Request
46673,Policy - HUG FL 006 PPL Error,Cancelled,,Rate Table,4 - Critical,Travis Hanson,6/19/2019 23:22,
37804,Policy - HUG Implementation,Cancelled,Prasad Chavri,POLICY,2 - Medium,Stacey Eley-Daughtry,6/18/2018 19:21,Change Request
38131,Policy - HUG Implementation - ProSelect New Business,Closed,Mason Peck,POLICY,2 - Medium,Brendon Leary,6/30/2018 2:30,Design
43138,Policy - HUG Incorrect Rating Territories,Closed,Kevin Hanshaw,POLICY,2 - Medium,Travis Hanson,1/17/2019 0:53,Code Error
47946,Policy - HUG Rating Territory Factor table error,Closed,Farid Chehaiber,Rate Table,2 - Medium,Judy Wong,10/10/2019 0:18,User Error
41312,Policy - HUG UW Team missing from UW page in Production,Cancelled,,POLICY,3 - High,Travis Hanson,10/23/2018 19:26,
41284,"Policy - HUG2 - Rate Tables - FL - PPL_CPL - Amend Exp Dates in RateCatExpDates table AHC, DG, DS, EDG and EDS",Closed,Susan Shay,Rate Table,2 - Medium,Judy Wong,10/23/2018 0:19,Maintenance
41286,"Policy - HUG2 - Rate Tables - KY - FPL, CGL - Amend Exp Dates in RateCatExpDates table BED1 and Office",Cancelled,,Rate Table,2 - Medium,Judy Wong,10/23/2018 0:24,Maintenance
41285,"Policy - HUG2 - Rate Tables - TX - PPL_CPL - Amend Exp Dates in RateCatExpDates table P, S, EP, AHC, DG, DS, EDG and EDS",Closed,Susan Shay,Rate Table,2 - Medium,Judy Wong,10/23/2018 0:22,Maintenance
38536,Policy - HUGNetCore QA - EXUCoveageType fields are missingfrom the Risk Details screen on EXU and EXM risk (Rate Table Issue),Cancelled,Prasad Chavri,Rate Table,2 - Medium,Ken Bosland,7/20/2018 4:55,Duplicate
38573,Policy - HUGProSelect QA - CGL and FPL Exposure Type field is empty for provider Insured Types,Closed,Swapnali Doke,POLICY,2 - Medium,Ken Bosland,7/23/2018 6:07,Test Invalid
38574,Policy - HUGProSelect QA - CGL Products and Completed Operations Aggregate field is not populating when 1M3M limit is selected (Rating Table Issue),Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/23/2018 6:34,Code Error
38570,Policy - HUGProSelect QA - Error on PPL Risk Details OK when value is entered in First Day of Practice field,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/22/2018 23:58,Code Error
39331,Policy - HUGProSelect QA - Error when opening Rating Worksheet for Risk with certain credit programs,Closed,Prasad Chavri,Rate Table,2 - Medium,Ken Bosland,7/31/2018 23:01,Code Error
38481,Policy - HUGProSelect QA - FL Dade County vs Miami-Dade County Territory mismatch,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/18/2018 6:28,Data Error
38482,Policy - HUGProSelect QA - FL Rating Territory returing as an integer instead of 00# format (Rate Table),Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/18/2018 6:41,Code Error
39313,Policy - HUGProSelect QA - Limit Dropdown values for PPL DNT in FL are not correct,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/31/2018 18:30,
38533,Policy - HUGProSelect QA - New Busness checkbox on EBL is not editable,Cancelled,Sashirekha Ray,POLICY,2 - Medium,Ken Bosland,7/20/2018 0:53,Usability
38483,Policy - HUGProSelect QA - No EBL product available for HUG FL 002,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/18/2018 6:48,Data Error
38525,Policy - HUGProSelect QA - Null Node Error on FPL and CGL when selecting Insured Type,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/19/2018 21:15,Data Error
39332,Policy - HUGProSelect QA - Pricing Page RSOD on CPL in FL,Closed,Kevin Hanshaw,Rate Table,3 - High,Ken Bosland,8/1/2018 0:10,Code Error
39338,Policy - HUGProSelect QA - RSOD on Optional Forms page for FL policy with CGL Risk,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,8/1/2018 1:53,
38836,Policy - HUGProSelect QA - RSOD on PPL Tail when Tail Waiver credit is selected,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,7/27/2018 4:20,Code Error
38485,Policy - HUGProSelect QA - RSOD on Pricing Page for FL PPL Dentist (Rate Table Issue),Closed,Prasad Chavri,Rate Table,2 - Medium,Ken Bosland,7/18/2018 6:58,Code Error
38834,Policy - HUGProSelect QA - RSOD on Pricing Page for PPL risk with VEM in FL,Closed,Susan Shay,POLICY,2 - Medium,Ken Bosland,7/27/2018 1:32,Code Error
38694,Policy - HUGProSelect QA - RSOD on Pricing Page PPL  in TX,Closed,Susan Shay,Rate Table,3 - High,Ken Bosland,7/26/2018 1:13,Code Error
39345,Policy - HUGProSelect QA - TX PPL Rating Territory Null Node table issues,Closed,Kevin Hanshaw,Rate Table,2 - Medium,Ken Bosland,8/1/2018 7:03,
49551,Policy - Identify where autosave is triggering and pushing wrong LOB to quote table (schema should be medical not carrieradmin),Clarification,,POLICY,2 - Medium,Travis Hanson,4/13/2020 22:25,
35036,"Policy - If user authority is read only, then the policy fields should be read only",Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,3/12/2018 17:26,
49566,Policy - ILC - When a PPL PRV risk is deleted the premium part associated with retained minimum premium is missing the line code,Closed,Deepak Mane,POLICY,2 - Medium,Justin Wastell,4/15/2020 7:33,Code Error
37994,Policy - Impacted Policies - Identify policies impacted by the CPL Cap/Waive Prem  issues resolved under tickets 18382 and 17233 (Root Cause addressed in Sprint 6),Clarification,Farid Chehaiber,POLICY,2 - Medium,Travis Hanson,6/23/2018 5:14,Broken Functionality
37853,Policy - Impacted Policies - We need to identify policies impacted by the credits not applying on CPL (root cause ticket 36103),Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,6/20/2018 5:50,
36778,Policy - Incorporate the Reinstate changes with the new EXU rating structure,Cancelled,Kunal Tembhurnekar,POLICY,2 - Medium,Travis Hanson,5/8/2018 14:10,Maintenance
38492,Policy - Issuance - Fails to populate issuance database because of incorrect data in schedno,Cancelled,,POLICY,2 - Medium,Caitlin Merrigan,7/18/2018 19:14,Duplicate
41331,Policy - Issuance XML - XML contains location profile with duplicate number (base issue),On Hold,,POLICY,2 - Medium,Caitlin Merrigan,10/24/2018 22:17,Base Defect
48294,Policy - KY Collection Fee is not being waived on endorsement,Open,,POLICY,2 - Medium,Travis Hanson,11/17/2019 23:48,
38055,Policy - KY Municipal Tax,Closed,Yogesh Band,POLICY,2 - Medium,Travis Hanson,6/27/2018 16:10,Change Request
36468,Policy - KY PIF,Cancelled,,POLICY,2 - Medium,Travis Hanson,4/26/2018 2:37,
38054,Policy - KY Surcharge,Closed,Swapnali Doke,POLICY,2 - Medium,Travis Hanson,6/27/2018 16:05,Change Request
47425,Policy - KY Surcharge - Need to review rating and resolve rounding issues,Awaiting Dev Assignment,,POLICY,3 - High,Travis Hanson,8/21/2019 18:33,
47060,Policy - Limit Not Auto Populating For Limit Profiles (Existing Issue),Awaiting Dev Assignment,,POLICY,2 - Medium,Karan Ajmera,7/19/2019 18:46,Existing Issue
49822,Policy - Limit Profile CSIC Error - QA Testing,Closed,Thomas Milek,POLICY,4 - Critical,Stacy Pomerleau,5/22/2020 23:07,Maintenance
35238,Policy - Locum Tenens 90 Alert appears on wrong page (formerly 8543),Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,3/16/2018 21:16,
38534,Policy - Long Term policies not defaulting payment plans,Closed,Mason Peck,POLICY,3 - High,Travis Hanson,7/20/2018 1:55,Code Error
38566,Policy - Loss Free Credit - Written and Change Premium  disconnect,Closed,Debidatta Dash,POLICY,4 - Critical,Travis Hanson,7/21/2018 17:32,Code Error
37007,Policy - Loss Free Credit not reevaluating at renewal on PPL,Closed,,POLICY,2 - Medium,Travis Hanson,5/14/2018 22:00,
49983,Policy - Loss Free incorrectly counting claim with less than 10k indemnity,Open,,POLICY,2 - Medium,Justin Wastell,6/17/2020 19:16,
34310,Policy - MA Dividends - Modify the process that collects written/change premium information to include all ILC's,BRD Required,,POLICY,2 - Medium,Travis Hanson,2/12/2018 2:50,
46336,Policy - Make description column editable for quote versions,Open,,POLICY,1 - Low,Travis Hanson,6/3/2019 20:05,
38257,Policy - Master Ticket - Transaction (renewal) is pending after being bound/issued (on hold pending base upgrade),Clarification,Debidatta Dash,POLICY,2 - Medium,Justin Wastell,7/6/2018 19:49,Base Defect
33750,Policy - Master ticket for Copy Risk functionality,Awaiting Dev Assignment,,POLICY,2 - Medium,Travis Hanson,1/19/2018 2:54,
43092,Policy - Master Ticket -NetCore changes to support CSIC MGU programs,BSA Review,,POLICY,2 - Medium,Edward Lyons,1/14/2019 19:02,
44659,Policy-  MCARE - MCARE Assessment amounts added by Endorsement to policy 005MD000024514 are being sent to Billing as Premium,Open,,POLICY,2 - Medium,Travis Hanson,3/21/2019 0:06,
43423,Policy - MCM Premium Split - MCM Premium Split not updating on Retro Date changes within same transaction,Closed,Matthew Murray,POLICY,2 - Medium,Travis Hanson,2/1/2019 23:26,Code Error
37662,Policy - ME and NJ Surcharge Issue: Balancing Error - Too much credit to allocate.  - Rounding Issue in Policy - Awaiting Release,Closed,Farid Chehaiber,POLICY,2 - Medium,Travis Hanson,6/12/2018 17:52,Broken Functionality
34086,Policy - Merged 002MD000004549 and 002NJ000013551,Closed,Debidatta Dash,POLICY,4 - Critical,Travis Hanson,1/31/2018 4:39,Code Error
49598,Policy - Merged polices - Remove RSOD buttons causing merges,Test Failed,Divakar Kareddy,POLICY,3 - High,Travis Hanson,4/21/2020 22:07,Change Request
32526,Policy - Merged Policies - 002CT000018420 and 002CT000012284,Closed,Susan Shay,POLICY,4 - Critical,Brendon Leary,11/29/2017 22:28,Data Error
49972,Policy - Merged Policies - Change Underwriter Associate causing merges,Open,,POLICY,2 - Medium,Travis Hanson,6/16/2020 19:05,
40370,Policy - Merged policies 002CT000013448 and 001MA000022970,Closed,Debidatta Dash,POLICY,2 - Medium,Travis Hanson,9/14/2018 2:37,Data Error
49916,Policy - Merged policies Data Fix - Eaton Rapids- MI4992 and Universal Anesthesia- 002PA000022284.,Closed,Debidatta Dash,POLICY,4 - Critical,Justin Wastell,6/5/2020 22:01,Data Error
34101,Policy - Merged Policies Master Ticket,Closed,Sashirekha Ray,POLICY,2 - Medium,Travis Hanson,2/1/2018 0:55,Code Error
49520,Policy - Merged Policy 001MA000004884,Cancelled,,POLICY,2 - Medium,Travis Hanson,4/9/2020 17:48,
48287,Policy - Minimum Premium - Rerating GL MINPremC and not allocating correctly,Closed,Matthew Murray,POLICY,2 - Medium,Travis Hanson,11/15/2019 3:28,Code Error
44417,Policy - Minimum Premium does not prorate on EPL,Dev Assigned,Virendra Ahir,POLICY,2 - Medium,Travis Hanson,3/14/2019 20:00,
49002,Policy - Minimum Premium is charged on an OOS flat deleted risk,Closed,Matthew Murray,POLICY,1 - Low,Travis Hanson,2/7/2020 20:51,Code Error
49510,Policy - Minimum premium is clearing due to the NEFund calculation on CGL - Written and change premium do not match,Test in UAT,Deepak Mane,POLICY,2 - Medium,Travis Hanson,4/8/2020 2:57,Code Error
34204,Policy - Minimum Premium is incorrectly returning from FPL in a limit profile,Closed,Sashirekha Ray,POLICY,2 - Medium,Travis Hanson,2/5/2018 23:44,Code Error
47895,Policy - Minimum Premium is returning the entire premium on FPL risks,Clarification,Matthew Murray,POLICY,4 - Critical,Travis Hanson,10/3/2019 18:24,Code Error
47628,Policy - Minimum Premium Rating issue causing TransAct Alert message on Endorse of 003WI000006910,Closed,Matthew Murray,POLICY,2 - Medium,Travis Hanson,9/6/2019 5:05,Code Error
40945,Policy - Miscellaneous Adjustment rating incorrectly on midterm endorsement with minimum premium,Closed,Sashirekha Ray,POLICY,2 - Medium,Travis Hanson,10/4/2018 22:49,Code Error
36378,Policy - Mismatch of Written and Change Premium at Renewal due to PCL Minimum Premium,Closed,Sashirekha Ray,POLICY,3 - High,Travis Hanson,4/25/2018 0:31,Code Error
39454,Policy - Missing Limited Practice/Moonlighting section on Corporate Members,Closed,Mason Peck,POLICY,2 - Medium,Travis Hanson,8/3/2018 18:49,Code Error
46430,Policy - Missing Party 632517,Awaiting Dev Assignment,,POLICY,3 - High,Travis Hanson,6/7/2019 18:44,
46476,Policy - Missing transactions that need to be posted to shred - Script to remove duplicates,Closed,,POLICY,2 - Medium,Kay Smith,6/11/2019 19:59,
40568,Policy - Modify Revise function to work for renewal transactions,Closed,Matthew Murray,POLICY,2 - Medium,Scott Wetherell,9/26/2018 4:38,Code Error
